2023-11-26T18:27:59.669905,-405.01,12.46,266.11,9.44
2023-11-26T18:28:08.685088,-405.01,13.97,259.73,9.47
2023-11-26T18:28:17.699854,-405.01,13.97,255.82,9.47
2023-11-26T18:28:27.716466,-405.01,13.66,253.95,9.41
2023-11-26T18:28:36.731380,-405.01,12.78,271.16,9.53
2023-11-26T18:28:45.746938,-405.01,13.34,260.01,9.50
2023-11-26T18:28:54.762641,-405.01,12.78,267.94,9.50
2023-11-26T18:26:55.014760,-418.95,12.46,262.04,9.50
2023-11-26T18:27:04.030160,-418.95,12.78,279.23,9.47
2023-11-26T18:27:13.045747,-405.01,13.34,263.98,9.47
2023-11-26T18:27:22.061390,-405.01,13.66,261.84,9.38
2023-11-26T18:27:31.076409,-405.01,13.66,268.94,9.41
2023-11-26T18:27:41.092465,-405.01,13.66,261.84,9.53
2023-11-26T18:27:50.108118,-405.01,13.34,260.01,9.44
2023-11-26T18:25:58.167053,-418.95,12.46,270.18,9.38
2023-11-26T18:26:17.199094,-418.95,13.97,259.73,9.44
2023-11-26T18:26:26.214109,-418.95,13.09,261.72,9.47
2023-11-26T18:26:35.229172,-418.95,13.66,268.94,9.44
2023-11-26T18:26:45.245088,-418.95,12.46,262.04,9.53
2023-11-26T18:24:53.124975,-405.01,13.34,271.14,9.53
2023-11-26T18:25:02.140880,-405.01,13.66,253.95,9.44
2023-11-26T18:25:12.157739,-405.01,13.97,259.73,9.50
2023-11-26T18:25:21.173244,-405.01,13.09,276.93,9.41